Desc	Publish Date	Currency	Price	Año	Color	Tipo de combustible	Puertas	Transmisión	Motor	Tipo de carrocería	Kilómetros	Codigo	Seller Type	Reputation Code	Brand	Model	Loc1	Loc2	Loc3
Vw Volkswagen Gol Trend Trendline  Autom 2020 Nueva Ofer.202	30/9/2020	$	 1.360.789 	2020	TODOS	Nafta	5	Automática	1.6	Hatchback	 -   	MLA897428770	car_dealer	none	Volkswagen	Gol	Capital Federal	Capital Federal	Villa del Parque
Vw Volkswagen Gol Trend Trendline  Autom 2020 Nueva Ofer.20	30/9/2020	$	 1.360.206 	2020	TODOS	Nafta	5	Automática	1.6	Hatchback	 -   	MLA897431093	car_dealer	none	Volkswagen	Gol	Capital Federal	Capital Federal	Floresta
Vw Volkswagen Gol Trend Trendline  Autom 2020 Nueva Okm 20	30/9/2020	$	 1.366.308 	2020	TODOS	Nafta	5	Automática	1.6	Hatchback	 -   	MLA897431108	car_dealer	none	Volkswagen	Gol	Capital Federal	Capital Federal	Liniers
Vw Volkswagen Gol Trend 1.6 Trendline 101cv 5 Ptas  20	25/4/2019	$	 1.235.520 	2019	TODOS	Nafta	5	Manual	1.6	Hatchback	 -   	MLA886799105	car_dealer	none	Volkswagen	Gol	Santa Fe	Santa Fe capital	El Abasto
Vw Volkswagen Gol Trend 1.6 Trendline 101cv 5 Ptas  Oferta O	25/4/2019	$	 1.242.000 	2019	TODOS	Nafta	5	Manual	1.6	Hatchback	 -   	MLA886799078	car_dealer	none	Volkswagen	Gol	Neuquén	Neuquén	Área Centro Este
Vw Volkswagen Gol Trend 1.6 Trendline 101cv 5 Ptas  08	25/4/2019	$	 1.237.140 	2019	TODOS	Nafta	5	Manual	1.6	Hatchback	 -   	MLA886798465	car_dealer	none	Volkswagen	Gol	Entre Ríos	Paraná	San Agustín Centro
Volkswagen Gol 1.6 Trendline	12/12/2020	$	 400.000 	2004	Gris	Nafta	5	Manual	1.6	Hatchback	 188.000 	MLA900827379	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Sur	Almirante Brown	Longchamps
Volkswagen Gol Trend 1.6 Trendline 101cv	12/9/2020	$	 1.257.100 	2021	Gris	Nafta	5	Manual	1.6	Monovolumen	 -   	MLA900406163	car_dealer	none	Volkswagen	Gol	Capital Federal	Capital Federal	Barracas
Volkswagen Gol 1.4 Power Ps+ac 83cv	20/12/2020	$	 550.000 	2012		Nafta	5	Manual	1.4	Hatchback	 72.400 	MLA901793461	car_dealer	none	Volkswagen	Gol	Capital Federal	Capital Federal	none
Volkswagen Gol 1.6 Trendline	16/12/2020	$	 400.000 	2004		Nafta	3	Manual	1.6	Hatchback	 190.000 	MLA901296241	car_dealer	none	Volkswagen	Gol	Santa Fe	Funes	none
Volkswagen Gol 1.6 I Power 701	12/3/2020	$	 495.000 	2010	Gris	Nafta	3	Manual	1.6	Hatchback	 128.000 	MLA899863048	car_dealer	none	Volkswagen	Gol	Mendoza	Guaymallén	Guaymallén
Volkswagen Gol 1.4 Power 83cv 3 p	12/2/2020	$	 495.000 	2013	Negro	Nafta	3	Manual	1.4	Hatchback	 52.000 	MLA899738156	car_dealer	none	Volkswagen	Gol	Córdoba	Córdoba	Las Flores
Volkswagen Gol 1.4 Power 83cv 5 p	16/11/2020	$	 550.000 	2013	Blanco	Nafta	5	Manual	1.4	Hatchback	 112.000 	MLA897498291	car_dealer	none	Volkswagen	Gol	Corrientes	Corrientes	Centro
Volkswagen Gol 1.4 Power Ps+ac 83cv	30/10/2020	$	 495.000 	2012	Verde claro	Nafta	5	Manual	1.4	Hatchback	 135.200 								
Volkswagen Gol 1.4 Power 83cv 5 p	9/11/2020	$	 580.000 	2013		Nafta	5	Manual	1.4	Hatchback	 114.000 	MLA878175739	car_dealer	none	Volkswagen	Gol	Bs.As. G.B.A. Sur	Almirante Brown	none
Volkswagen Gol 1.4 Power 83cv	7/5/2020	$	 480.000 	2011		Nafta	3	Manual	1.4	Hatchback	 126.000 	MLA866540705	car_dealer	none	Volkswagen	Gol	Bs.As. G.B.A. Norte	General San Martín	none
Volkswagen Gol 1.9 Sd Comfortline 60a	1/4/2020	$	 365.000 	2008		Diésel	5	Manual	1.9	Hatchback	 180.000 	MLA832994118	car_dealer	none	Volkswagen	Gol	Bs.As. G.B.A. Norte	San Isidro	none
Volkswagen Gol Trend Pack I	29/10/2020	$	 690.000 	2014		Nafta/GNC	5				 101.000 	MLA895895857	car_dealer	none	Volkswagen	Gol	Bs.As. G.B.A. Sur	Avellaneda	none
Volkswagen Gol 1.4 Power 83cv	12/5/2020	$	 520.000 	2011		Nafta	3	Manual	1.4	Hatchback	 72.400 								
Volkswagen Gol 1.6 I Trendline 60b	26/11/2020	$	 700.000 	2006		Nafta	5	Manual	1.6	Hatchback	 129.000 	MLA898906306	car_dealer	none	Volkswagen	Gol	Bs.As. G.B.A. Oeste	La Matanza	none
Volkswagen Gol 1.6 Mi Deejay	3/6/2020	$	 315.000 	2003		Nafta	3	Manual	1.6	Hatchback	 155.000 	MLA898607285	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Norte	General San Martín	none
Volkswagen Gol 1.4 Power Ps+ac 83cv	12/3/2020	$	 540.000 	2012	Rojo	Nafta	5	Manual	1.4	Hatchback	 132.000 								
Volkswagen Gol 1.6 I Power 701	26/11/2020	$	 450.000 	2010		Nafta	3	Manual	1.6	Hatchback	 145.000 	MLA898859781	car_dealer	none	Volkswagen	Gol	Bs.As. G.B.A. Sur	La Plata	none
Volkswagen Gol 1.4 Power 83cv 3 p	20/3/2020	$	 510.000 	2013	Gris	Nafta	3	Manual	1.4	Hatchback	 57.000 	MLA844830931	car_dealer	none	Volkswagen	Gol	Buenos Aires Interior	Rauch	Rauch
Volkswagen Gol 2005 Power 1.6 Gnc 3p, Apenas 131.000 Kms !	12/9/2020	$	 520.000 	2005	Gris	Nafta/GNC	3	Manual	1.6	Hatchback	 131.000 	MLA900371319	car_dealer	none	Volkswagen	Gol	Córdoba	Córdoba	Las Palmas
Volkswagen Gol Trend Tiptronic 1.6 Trendline 110cv Dm	23/10/2020	$	 1.159.513 	2020		Nafta	5	Automática	1.6 Msi 110 Cv	Hatchback	 -   	MLA896278765	car_dealer	4_light_green	Volkswagen	Gol	Bs.As. G.B.A. Oeste	La Matanza	Virrey del Pino
Volkswagen Gol Trend 1.6 Trendline 110cv 2020 Dm	29/8/2020	$	 1.159.650 	2020		Nafta	5	Manual	1.6 Msi 110 Cv	Hatchback	 -   	MLA896281945	car_dealer	4_light_green	Volkswagen	Gol	Bs.As. G.B.A. Sur	Almirante Brown	Adrogué
Volkswagen Gol Trend 1.6 MSI	21/9/2020	$	 950.000 	2017		Nafta	5				 23.000 	MLA899363658	car_dealer	none	Volkswagen	Gol	Bs.As. G.B.A. Norte	Escobar	none
Volkswagen Gol Sd 1.9 Confor Aire Dire Año 2006	17/12/2020	$	 285.000 	2006	Gris	Diésel	3	Manual	diesel 1.9		 190.000 	MLA901439630	car_dealer	none	Volkswagen	Gol	Bs.As. G.B.A. Oeste	La Matanza	Tapiales
Volkswagen Gol Trend Higline	17/6/2020	$	 700.000 	2012	Negro	Nafta	5		1.6		 120.000 	MLA862844939	car_dealer	4_light_green	Volkswagen	Gol	Buenos Aires Interior	Las Flores	Las Flores
Volkswagen Gol Volkswagen Gol Sedan	30/11/2020	$	 450.000 	2005		Nafta/GNC	5				 290.000 	MLA899419342	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Oeste	La Matanza	none
Volkswagen Gol 1.6 I Power 601	11/11/2020	$	 390.000 	2007		Nafta	3	Manual	1.6	Hatchback	 132.000 	MLA896800831	normal	none	Volkswagen	Gol	Mendoza	Guaymallén	none
Volkswagen Gol 1.4 Power Ps+ac 83cv	17/11/2020	$	 470.000 	2012		Nafta	5	Manual	1.4	Hatchback	 206.000 	MLA897675128	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Oeste	Moreno	Francisco Álvarez
Volkswagen Gol Trend 1.6 Gnc Pack 1	10/9/2020	$	 630.000 	2011		Nafta/GNC	5				 87.000 	MLA883288447	car_dealer	none	Volkswagen	Gol	Córdoba	Córdoba	none
Volkswagen Gol 1.4 Power 83cv 3 p	21/12/2020	$	 690.000 	2014	Blanco	Nafta	3	Manual	1.4	Hatchback	 13.000 	MLA901848227	car_dealer	none	Volkswagen	Gol	Capital Federal	Capital Federal	Palermo Hollywood
Volkswagen Gol 1.6 Highline 3 P	21/12/2020	$	 770.000 	2015		Nafta	3				 82.000 	MLA901839913	car_dealer	none	Volkswagen	Gol	Neuquén	Neuquén	none
Volkswagen Gol 1.4 Power 83cv 5 p	17/6/2020	$	 760.000 	2014		Nafta	5	Manual	1.4	Hatchback	 86.000 	MLA862755762	car_dealer	none	Volkswagen	Gol	Bs.As. G.B.A. Sur	Almirante Brown	none
Volkswagen Gol 1.6 I Power 701	18/12/2020	$	 455.000 	2010		Nafta	3	Manual	1.6	Hatchback	 165.000 	MLA901521584	normal	none	Volkswagen	Gol	Capital Federal	Capital Federal	none
Volkswagen Gol 1.6 	10/3/2020	$	 720.000 	2014		Nafta	5				 83.000 	MLA900254218	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Norte	San Isidro	none
Volkswagen Gol 1.4 Power 83cv	12/4/2020	$	 445.000 	2011	Gris	Nafta	3	Manual	1.4	Hatchback	 106.000 	MLA899928640	car_dealer	none	Volkswagen	Gol	Santa Fe	Rosario	Belgrano
Volkswagen Gol 1.4 Power 83cv 3 p	30/11/2020	$	 445.000 	2013		Nafta	3	Manual	1.4	Hatchback	 265.000 	MLA899378086	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Norte	Vicente López	none
Volkswagen Gol 1.4 Power Ps+ac 83cv	30/5/2020	$	 510.000 	2012		Nafta	5	Manual	1.4	Hatchback	 120.000 	MLA900467122	car_dealer	none	Volkswagen	Gol	Bs.As. G.B.A. Sur	Esteban Echeverría	none
Volkswagen Gol 1.6 I Comfortline 60a	13/12/2020	$	 520.000 	2009	Negro	Nafta	5	Manual	1.6	Hatchback	 137.122 	MLA900916634	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Sur	La Plata	none
Volkswagen Gol 1.4 Power 83cv 3 p	12/10/2020	$	 490.000 	2013	Rojo	Nafta	3	Manual	1.4	Hatchback	 126.000 	MLA900593928	car_dealer	none	Volkswagen	Gol	Bs.As. G.B.A. Sur	Ezeiza	Ezeiza
Volkswagen Gol 1.4 Power 83cv 3 p	17/3/2020	$	 480.000 	2013		Nafta	3	Manual	1.4	Hatchback	 130.000 	MLA844366748	car_dealer	none	Volkswagen	Gol	Bs.As. G.B.A. Norte	San Isidro	none
Volkswagen Gol 1.6 I Power 601	16/6/2020	$	 390.000 	2008	Gris	Nafta	3	Manual	1.6	Hatchback	 112.000 								
Volkswagen Gol 1.4 Power 83cv 3 p	12/2/2020	$	 540.000 	2013	Plateado	Nafta	3	Manual	1.4	Hatchback	 95.000 	MLA899702715	car_dealer	none	Volkswagen	Gol	Santa Fe	Santa Fe capital	Otros Barrios
Volkswagen Gol Gol power de baja	28/12/2018	$	 148.888 	2007		Nafta	3	Manual	1.6	Hatchback	 150.580 	MLA764088354	car_dealer	none	Volkswagen	Gol	Córdoba	Cruz del Eje	Cruz del Eje
Volkswagen Gol 1.6 I Comfortline 70a	25/9/2020	$	 480.000 	2009	Plateado	Nafta	5	Manual	1.6	Hatchback	 93.000 	MLA880692611	car_dealer	none	Volkswagen	Gol	Capital Federal	Capital Federal	Caballito
Volkswagen Gol 1.6 Gld	12/10/2020	$	 185.000 	1997		Diésel	3	Manual	1.6	Hatchback	 180.000 	MLA900543967	car_dealer	none	Volkswagen	Gol	Bs.As. G.B.A. Oeste	Morón	none
Volkswagen Gol Trendline Mt 1.6 Msi	11/12/2020	$	 1.100.000 	2020		Nafta	5				 -   								
Volkswagen Gol 1.4 Power 83cv	12/4/2020	$	 560.000 	2012	Gris	Nafta	3	Manual	1.4	Hatchback	 103.200 	MLA899997617	normal	none	Volkswagen	Gol	Capital Federal	Capital Federal	none
Volkswagen Gol 1.4 Power Ps+ac 83cv	13/11/2020	$	 450.000 	2012		Nafta	5	Manual	1.4	Hatchback	 112.000 								
Volkswagen Gol 1.6 I Power 601	14/11/2020	$	 360.000 	2009	Gris	Nafta/GNC	5	Manual	1.6	Hatchback	 165.000 	MLA897176832	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Oeste	La Matanza	none
Volkswagen Gol 1.6 I Power 601	16/10/2020	$	 415.000 	2009	Negro	Nafta	3	Manual	1.6	Hatchback	 160.400 	MLA884199714	car_dealer	none	Volkswagen	Gol	Bs.As. G.B.A. Oeste	Morón	Haedo
Volkswagen Gol 1.4 Power Ps+ac 83cv	19/11/2020	$	 380.000 	2013		Nafta	5	Manual	1.4	Hatchback	 130.000 	MLA898005841	car_dealer	1_red	Volkswagen	Gol	Bs.As. G.B.A. Norte	Tigre	none
Volkswagen Gol 1.4 Power 83cv 5 p	22/11/2020	$	 590.000 	2014		Nafta	5	Manual	1.4	Hatchback	 135.000 	MLA898359265	normal	none	Volkswagen	Gol	Capital Federal	Capital Federal	none
Volkswagen Gol 1.6 101cv Trend 	25/11/2020	$	 480.000 	2012		Nafta	5				 156.000 	MLA898671913	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Oeste	La Matanza	none
Volkswagen Gol 1.6 I Power 701	20/4/2020	$	 475.000 	2010		Nafta	3	Manual	1.6	Hatchback	 115.000 	MLA851753900	car_dealer	none	Volkswagen	Gol	Bs.As. G.B.A. Norte	San Isidro	none
Volkswagen Gol 1.6 I Power 601	11/4/2020	$	 400.000 	2008	Negro	Nafta	3	Manual	1.6	Hatchback	 136.000 	MLA886853100	normal	none	Volkswagen	Gol	Capital Federal	Capital Federal	Flores
Gol  3 Ptas Tunning Equipado A Full 97'' Para Exigentes!!	18/1/2017	$	 399.899 	1997	Negro	Nafta	2	Manual			 98.900 	MLA882590607	car_dealer	none	Volkswagen	Gol	Capital Federal	Capital Federal	Villa Crespo
Volkswagen Gol 1.6 Gl	28/10/2020	$	 1.000.000 	1992		Nafta	3	Manual	1.6	Hatchback	 4.000 	MLA885887368	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Norte	San Isidro	none
Volkswagen Gol 1.6 I Power 601 3 p	14/11/2020	$	 280.000 	2006	Gris	Nafta	3	Manual	1.6	Hatchback	 179.000 	MLA897222114	normal	none	Volkswagen	Gol	Capital Federal	Capital Federal	Almagro
Volkswagen Gol 1.6 Mi Dublin	23/11/2020	$	 250.000 	2000		Nafta	3	Manual	1.6	Hatchback	 111.111 	MLA898472657	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Oeste	La Matanza	none
Volkswagen Gol 1.4 Power 83cv	12/6/2020	$	 350.000 	2012		Nafta	3	Manual	1.4	Hatchback	 11.111 	MLA900152553	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Sur	Esteban Echeverría	none
Volkswagen Gol 1.6 Mi Dublin Dh Aa	12/1/2020	$	 250.000 	2000		Nafta	3	Manual	1.6	Hatchback	 16.000 	MLA899510320	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Oeste	La Matanza	none
Volkswagen Gol 1.6 I Power 601 5 p	12/11/2020	$	 350.000 	2006		Nafta	5	Manual	1.6	Hatchback	 145.000 	MLA900727396	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Sur	Avellaneda	none
Volkswagen Gol 1.6 Gld	27/11/2020	$	 130.000 	1998		Diésel	3	Manual	1.6	Hatchback	 225.000 								
Volkswagen Gol 1.6 I Power 601	24/11/2020	$	 310.000 	2008		Nafta	3	Manual	1.6	Hatchback	 99.700 	MLA898612116	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Oeste	Morón	none
Volkswagen Gol 1.6 Gl	12/3/2020	$	 250.000 	1995		Nafta	3	Manual	1.6	Hatchback	 241.000 	MLA899849873	normal	none	Volkswagen	Gol	Buenos Aires Interior	San Cayetano	none
Volkswagen Gol 1.6 I Power 601	21/11/2020	$	 365.000 	2008		Nafta	3	Manual	1.6	Hatchback	 136.800 	MLA898282635	normal	none	Volkswagen	Gol	Capital Federal	Capital Federal	none
Volkswagen Gol 1.6 I Power 601	12/4/2020	$	 375.000 	2007	Gris	Nafta	3	Manual	1.6	Hatchback	 97.000 	MLA899996630	normal	none	Volkswagen	Gol	Capital Federal	Capital Federal	Caballito
Volkswagen Gol 1.8 Gl	18/11/2020	$	 270.000 	1993	Blanco	Nafta	3	Manual	1.8	Hatchback	 140.000 	MLA897713776	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Oeste	Caseros	Caseros
Volkswagen Gol 1.6 I Power 701	11/6/2020	$	 420.000 	2010	Rojo	Nafta	3	Manual	1.6	Hatchback	 89.000 	MLA896118926	normal	none	Volkswagen	Gol	Capital Federal	Capital Federal	Boedo
Volkswagen Gol 1.8 Gli	21/9/2020	$	 170.000 	1997	Rojo	Nafta	3	Manual	1.8	Hatchback	 245.126 	MLA898049513	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Norte	Malvinas Argentinas	none
Volkswagen Gol 1.8 Gli	14/12/2020	$	 180.000 	1995		Nafta	3	Manual	1.8	Hatchback	 160.000 	MLA901036851	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Sur	Florencio Varela	none
Volkswagen Gol 1.6 Gli	11/7/2020	$	 140.000 	1996		Nafta	3	Manual	1.6	Hatchback	 196.000 	MLA896241832	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Sur	Florencio Varela	none
Volkswagen Gol 1.6 Gli	27/11/2020	$	 140.000 	1997		Nafta	3	Manual	1.6	Hatchback	 200.000 								
Volkswagen Gol 1.4 Power 83cv	28/11/2020	$	 450 	2011		Nafta	3	Manual	1.4	Hatchback	 100.000 								
Volkswagen Gol 1.8 Gl	11/3/2020	$	 110.000 	1995	Rojo	Nafta	3	Manual	1.8	Hatchback	 260.000 	MLA886578455	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Sur	Florencio Varela	Villa Vatteone
Volkswagen Gol 1.6 I Power 601	16/8/2020	$	 308.000 	2007	Gris	Nafta	3	Manual	1.6	Hatchback	 209.000 	MLA898392428	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Sur	La Plata	none
Volkswagen Gol 1.6 I Power 601	1/6/2020	$	 350.000 	2008		Nafta	3	Manual	1.6	Hatchback	 210.000 	MLA897369466	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Norte	San Isidro	Martínez
Volkswagen Gol 1.6 I Power 701	11/3/2020	$	 460.000 	2010	Gris	Nafta	5	Manual	1.6	Hatchback	 126.000 	MLA886676293	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Sur	Quilmes	Bernal
Volkswagen Gol 1.6 Gld	30/11/2020	$	 132.387 	1997		Diésel	3	Manual	1.6	Hatchback	 330.000 	MLA899332754	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Norte	General San Martín	none
Volkswagen Gol 1.6 Gl Aa	11/6/2020	$	 130.000 	1995		Nafta	3	Manual	1.6	Hatchback	 336.000 	MLA896144888	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Sur	La Plata	none
Volkswagen Gol 1.6 Gl	16/12/2020	$	 220.000 	1994		Nafta	3	Manual	1.6	Hatchback	 157.600 	MLA901262896	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Sur	Almirante Brown	none
Volkswagen Gol 1.6 Gl	12/8/2020	$	 420.000 	1992		Nafta	3	Manual	1.6	Hatchback	 64.000 	MLA900260445	normal	none	Volkswagen	Gol	Capital Federal	Capital Federal	none
Volkswagen Gol 1.9 Sd Dublin Dh Aa Pack	12/10/2020	$	 255.000 	2000		Diésel	3	Manual	1.9	Hatchback	 153.000 	MLA900601169	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Norte	General San Martín	none
Volkswagen Gol 1.4 Power 83cv	12/10/2020	$	 475.000 	2011		Nafta	3	Manual	1.4	Hatchback	 105.000 	MLA900519341	normal	none	Volkswagen	Gol	Capital Federal	Capital Federal	none
Volkswagen Gol 1.6 I Power 601	12/7/2020	U$S	 2.750 	2009	Negro	Nafta	3	Manual	1.6	Hatchback	 143.000 	MLA900176481	normal	none	Volkswagen	Gol	Córdoba	Córdoba	Ampliación Pueyrredón
Volkswagen Gol Tren	27/10/2020	$	 850.000 	2017		Nafta	4				 27.000 	MLA885733669	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Sur	Berazategui	none
Volkswagen Gol 1.6 I Power 601	12/6/2020	$	 370.000 	2007	Gris	Nafta	3	Manual	1.6	Hatchback	 190.000 	MLA900119393	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Norte	San Isidro	none
Volkswagen Gol 1.8 Gl	25/11/2020	U$S	 7.000 	1994		Nafta	3	Manual	1.8	Hatchback	 11.111 	MLA898656029	normal	none	Volkswagen	Gol	Bs.As. Costa Atlántica	Mar del Plata	none
Volkswagen Gol 1.9 Sd Power 701	22/11/2020	$	 180.000 	2006	Blanco	Diésel	5	Manual	1.9	Hatchback	 800.000 	MLA898382664	normal	none	Volkswagen	Gol	Chaco	Barranqueras	La Loma
Volkswagen Gol 1.6 Trendline	12/9/2020	$	 330.000 	2004		Nafta	3	Manual	1.6	Hatchback	 178.000 	MLA900469752	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Sur	Berazategui	none
Volkswagen Gol 1.6 I Power 601 3 p	28/11/2020	$	 405.000 	2006		Nafta	3	Manual	1.6	Hatchback	 81.000 	MLA899200019	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Oeste	Tres de febrero	none
Volkswagen Gol 1.8 Gl	17/12/2020	$	 165.000 	1995		Nafta	3	Manual	1.8	Hatchback	 244.000 	MLA901413513	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Sur	Berazategui	none
Volkswagen Gol 1.6 I Trendline 60b	14/6/2020	U$S	 7.000 	2008		Nafta	5	Manual	1.6	Hatchback	 39.743 	MLA900708572	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Oeste	Castelar	none
Volkswagen Gol 1.4 Power 83cv 5 p	31/8/2020	$	 111.111 	2013		Nafta	5	Manual	1.4	Hatchback	 109.000 	MLA886113951	normal	none	Volkswagen	Gol	Mendoza	Guaymallén	none
Volkswagen Gol 1.4 Power Ps+ac 83cv	6/5/2020	$	 520.000 	2013	Blanco	Nafta	5	Manual	1.4	Hatchback	 59.000 	MLA899673171	normal	none	Volkswagen	Gol	Capital Federal	Capital Federal	none
Volkswagen Gol 1.6 Gld	12/4/2020	$	 170.000 	1996		Diésel	3	Manual	1.6	Hatchback	 223.000 	MLA899909525	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Sur	La Plata	none
Volkswagen Gol 1.8 Gl Mi	8/7/2020	$	 325.000 	1998		Nafta	3	Manual	1.8	Hatchback	 100.000 	MLA900030410	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Oeste	La Matanza	none
Volkswagen Gol 1.4 Power 83cv	11/9/2020	$	 480.000 	2011		Nafta	3	Manual	1.4	Hatchback	 90.000 	MLA896341957	normal	none	Volkswagen	Gol	Buenos Aires Interior	Pilar	none
Volkswagen Gol 1.6 Trendline	27/11/2020	$	 300.000 	2004		Nafta	3	Manual	1.6	Hatchback	 167.000 								
Volkswagen Gol 1.4 Power Ps+ac 83cv	12/4/2020	$	 450.000 	2012		Nafta	5	Manual	1.4	Hatchback	 89.000 								
Volkswagen Gol 1.6 Mi Lamy	11/1/2020	$	 230.000 	2000		Nafta	3	Manual	1.6	Hatchback	 302.628 								
Volkswagen Gol 1.4 Power 83cv	14/6/2020	$	 400.000 	2011		Nafta	3	Manual	1.4	Hatchback	 120.000 	MLA897041104	normal	none	Volkswagen	Gol	Mendoza	Lavalle	none
Volkswagen Gol 1.6 Gl	19/11/2020	$	 139.000 	1992	Gris	Nafta	3	Manual	1.6	Hatchback	 190.000 	MLA897935589	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Sur	Lomas de Zamora	Lomas de Zamora
Volkswagen Gol 1.6 Gl	19/11/2020	$	 139.000 	1992	Gris	Nafta	3	Manual	1.6	Hatchback	 190.000 	MLA897935589	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Sur	Lomas de Zamora	Lomas de Zamora
Volkswagen Gol 1.6 Gld	28/11/2020	$	 80.000 	1999		Diésel	3	Manual	1.6	Hatchback	 300.000 	MLA899159968	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Sur	Ezeiza	none
Volkswagen Gol 1.6 I Power 601	18/12/2020	$	 450.000 	2007		Nafta	3	Manual	1.6	Hatchback	 135.000 	MLA901600547	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Sur	Berazategui	none
Volkswagen Gol 1.6 I Power 601	27/10/2020	U$S	 3.500 	2008		Nafta	3	Manual	1.6	Hatchback	 49.000 	MLA885598047	normal	none	Volkswagen	Gol	Capital Federal	Capital Federal	none
Volkswagen Gol 1.6 I Power 601	20/12/2020	$	 395.000 	2009		Nafta	3	Manual	1.6	Hatchback	 157.430 	MLA901772953	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Oeste	Morón	none
Volkswagen Gol 1.6 Gld	23/11/2020	$	 140.000 	1997		Diésel	3	Manual	1.6	Hatchback	 244.246 								
Volkswagen Gol 1.6 Mi Deejay	20/11/2020	$	 320.000 	2005		Nafta	3	Manual	1.6	Hatchback	 215.000 	MLA898055128	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Oeste	Tres de febrero	none
Volkswagen Gol Gold trend pack 1	24/11/2020	$	 875.000 	2017		Nafta	5				 28.000 	MLA898563614	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Norte	General San Martín	none
Volkswagen Gol 1.6 I Comfortline 60a	12/7/2020	$	 340.000 	2006		Nafta	5	Manual	1.6	Hatchback	 240.000 	MLA900203122	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Norte	Tigre	none
Volkswagen Gol 1.6 Trendline	18/12/2020	$	 295.000 	2004	Gris	Nafta	3	Manual	1.6	Hatchback	 100.000 	MLA901599562	normal	5_green	Volkswagen	Gol	Bs.As. G.B.A. Sur	Lanús	none
Volkswagen Gol 1.4 Power 83cv 3 p	12/10/2020	$	 500.000 	2013		Nafta	3	Manual	1.4	Hatchback	 46.000 	MLA900492744	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Sur	Avellaneda	none
Volkswagen Gol 1.6 I Power 601	11/7/2020	$	 320.000 	2007	Gris	Nafta/GNC	3	Manual	1.6	Hatchback	 320.000 	MLA896242030	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Norte	Escobar	Belén de Escobar
Volkswagen Gol 1.6 Mi Deejay	21/12/2020	$	 350.000 	2004		Nafta	3	Manual	1.6	Hatchback	 190.000 	MLA901892689	normal	4_light_green	Volkswagen	Gol	Bs.As. G.B.A. Sur	Presidente Perón	none
Volkswagen Gol 1.6 Gld	25/11/2020	$	 333.333 	1996		Diésel	3	Manual	1.6	Hatchback	 111.111 	MLA898725353	normal	none	Volkswagen	Gol	Buenos Aires Interior	Bahía Blanca	none
Volkswagen Gol 1.8 Gl	21/11/2020	U$S	 7.500 	1995		Nafta	3	Manual	1.8	Hatchback	 2.000 	MLA898264875	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Oeste	Hurlingham	none
Volkswagen Gol 1.6 Trendline	12/11/2020	$	 300.000 	2004		Nafta	3	Manual	1.6	Hatchback	 250.000 	MLA900734144	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Norte	General San Martín	none
Volkswagen Gol 1.6 Mi Deejay	12/9/2020	$	 350.000 	2005	Gris	Nafta	3	Manual	1.6	Hatchback	 150.000 	MLA900471101	normal	none	Volkswagen	Gol	Bs.As. G.B.A. Oeste	La Matanza	Ciudad Madero
