Desc	Publish Date	Currency	Price	Año	Color	Tipo de combustible	Puertas	Transmisión	Motor	Tipo de carrocería	Kilómetros	Codigo	Seller Type	Reputation Code	Brand	Model	Loc1	Loc2	Loc3
Renault Clio Authentique	12/3/2020	$	 590.000 	2012	Gris	Nafta	3				 44.000 	MLA899873676	normal	none	Renault	Clio	Bs.As. G.B.A. Sur	Lomas de Zamora	Llavallol
Renault Clio 1.2 Mío Expression	30/11/2020	$	 450.000 	2013		Nafta	3	Manual	1.2	Hatchback	 107.342 	MLA899417964	normal	none	Renault	Clio	Bs.As. G.B.A. Norte	Tigre	none
Renault Clio 1.2 Pack	16/11/2020	$	 520.000 	2011		Nafta	5	Manual	1.2	Hatchback	 172.000 	MLA897407804	normal	none	Renault	Clio	Bs.As. G.B.A. Oeste	Moreno	none
Renault Clio 1.2 Campus Pack Ii 75cv	10/9/2020	$	 570.000 	2012	Negro	Nafta	3	Manual	1.2	Hatchback	 100.500 	MLA900508722	normal	none	Renault	Clio	Bs.As. G.B.A. Sur	Lanús	none
Renault Clio 1.2 Mío Expression Pack Ii Ab	27/10/2020	$	 550.000 	2013		Nafta	3	Manual	1.2	Hatchback	 69.000 	MLA885737770	normal	none	Renault	Clio	Córdoba	Río Cuarto	none
Renault Clio 1.2 Mío Authentique Pack	14/12/2020	$	 630.000 	2014		Nafta	5	Manual	1.2	Hatchback	 70.000 	MLA900978701	normal	none	Renault	Clio	Corrientes	Corrientes	none
Renault Clio 1.2 Authentique Pack I 75cv	12/12/2020	$	 550.000 	2012	Gris	Nafta	3	Manual	1.2	Hatchback	 125.000 								
Renault Clio 1.2 Authentique Pack I 75cv	12/11/2020	$	 580.000 	2012		Nafta	3	Manual	1.2	Hatchback	 107.000 	MLA900624583	normal	none	Renault	Clio	Buenos Aires Interior	Rivadavia	none
Renault Clio 1.2 Pack Plus	12/5/2020	$	 415.000 	2008		Nafta	3	Manual	1.2	Hatchback	 160.000 	MLA900016807	normal	none	Renault	Clio	Bs.As. G.B.A. Oeste	Caseros	none
Renault Clio 1.2 Authentique Aa	16/11/2020	$	 260.000 	2005		Nafta	5	Manual	1.2	Hatchback	 213.000 	MLA897395357	normal	none	Renault	Clio	Bs.As. G.B.A. Oeste	La Matanza	Virrey del Pino
Renault Clio 1.5 Authent.	11/5/2020	$	 400.000 	2005		Diésel	5	Manual	1.5	Hatchback	 175.000 	MLA895953947	normal	none	Renault	Clio	Bs.As. G.B.A. Sur	La Plata	none
Renault Clio 1.2 Mio Confort Abs Abcp	12/6/2019	$	 675.000 	2015		Nafta	3	Manual	1.2	Hatchback	 105.000 	MLA900901973	normal	none	Renault	Clio	Capital Federal	Capital Federal	none
Renault Clio 1.2 Authentique Aa	12/7/2020	$	 380.000 	2005		Nafta	5	Manual	1.2	Hatchback	 185.000 	MLA900236336	normal	none	Renault	Clio	Capital Federal	Capital Federal	none
Renault Clio 1.2 Campus Pack Ii 75cv	27/11/2020	$	 650.000 	2012		Nafta	3	Manual	1.2	Hatchback	 88.000 	MLA899068511	normal	none	Renault	Clio	Bs.As. G.B.A. Oeste	Tres de febrero	none
Renault Clio 1.2 Mío Authentique Pack	21/12/2020	$	 480.000 	2014		Nafta	5	Manual	1.2	Hatchback	 133.000 	MLA901842277	normal	none	Renault	Clio	Córdoba	San Javier	none
Renault Clio 1.6 Rt Symbol	23/11/2020	$	 400.000 	2000		Nafta	5	Manual	1.6	Hatchback	 183.000 								
Renault Clio 1.5 Expression	11/11/2020	$	 380.000 	2006		Diésel	4	Manual	1.5	Sedán	 190.000 								
Renault Clio 1.2 Dynamique Sat	5/1/2020	$	 750.000 	2015		Nafta	3				 95.000 	MLA898148966	normal	none	Renault	Clio	Santa Fe	Rosario	none
Renault Clio 1.2 Pack Plus	9/3/2020	$	 525.000 	2011		Nafta	3	Manual	1.2	Hatchback	 93.000 	MLA901780482	normal	none	Renault	Clio	Capital Federal	Capital Federal	none
Renault Clio 1.2 5 p	12/2/2020	$	 350.000 	2007		Nafta	5	Manual	1.2	Hatchback	 186.000 	MLA899723852	normal	none	Renault	Clio	Bs.As. G.B.A. Sur	Lomas de Zamora	none
Renault Clio 1.2 Pack Plus 3 p	17/10/2020	$	 500.000 	2009		Nafta	3	Manual	1.2	Hatchback	 142.000 	MLA901231565	normal	none	Renault	Clio	Bs.As. G.B.A. Sur	Quilmes	none
Renault Clio 1.2 Mio Confort Abs Abcp	11/3/2020	$	 580.000 	2014		Nafta	3	Manual	1.2	Hatchback	 83.000 	MLA886696081	normal	none	Renault	Clio	Bs.As. G.B.A. Oeste	Merlo	none
Renault Clio 1.2 F2 Pack Plus	12/5/2020	$	 440.000 	2007	Gris	Nafta	4	Manual	1.2	Sedán	 116.000 	MLA900036847	normal	none	Renault	Clio	Bs.As. G.B.A. Norte	San Isidro	Beccar Central
Renault Clio 1.9 Rnd Dh Aa Pk	14/9/2020	$	 310.000 	2000	Verde	Diésel	3	Manual	1.9	Hatchback	 155.000 	MLA898374542	normal	none	Renault	Clio	Bs.As. G.B.A. Oeste	Hurlingham	William C. Morris
Renault Clio 2001 Naftero 	27/9/2019	$	 245.000 	2001	Blanco	Nafta	5	Manual	1.6	Sedán	 6.000 	MLA900636728	normal	5_green	Renault	Clio	Chaco	Resistencia	Villa Progreso
Renault Clio Dynamique	30/10/2020	$	 699.000 	2015		Nafta	5				 55.000 	MLA886189278	normal	none	Renault	Clio	Bs.As. G.B.A. Oeste	La Matanza	none
Renault Clio Dynamique  1.6 16v	18/11/2020	$	 420.000 	2008		Nafta	3				 167.000 	MLA897801550	normal	none	Renault	Clio	Bs.As. G.B.A. Sur	La Plata	none
Renault Clio 1.2 Mío Authentique Pack Abs Abcp	13/11/2020	$	 580.000 	2014		Nafta	5	Manual	1.2	Hatchback	 74.900 	MLA897012937	normal	none	Renault	Clio	Bs.As. G.B.A. Sur	Presidente Perón	none
Renault Clio 1.2 Mío Expression Pack Ii Ab	13/10/2020	$	 595.000 	2013	Rojo	Nafta	5	Manual	1.2	Hatchback	 137.000 	MLA901509750	normal	none	Renault	Clio	Bs.As. G.B.A. Norte	San Miguel	San Miguel
Renault Clio Dynamique Sat 1.2	24/11/2020	$	 750.000 	2015		Nafta	5				 40.450 								
Renault Clio 1.6 Privilege 4 p	17/11/2020	$	 400.000 	2005		Nafta	4	Manual	1.6	Sedán	 110.000 	MLA897586596	normal	none	Renault	Clio	Bs.As. G.B.A. Norte	Malvinas Argentinas	none
Renault Clio 1.2 Authentique Pack I 75cv	12/6/2020	$	 530.000 	2011		Nafta	3	Manual	1.2	Hatchback	 163.000 	MLA900120231	normal	none	Renault	Clio	Bs.As. Costa Atlántica	Mar del Plata	none
Renault Clio 1.2 Mío Authentique Pack Look Abs Abcp	11/10/2020	$	 760.000 	2014		Nafta	5	Manual	1.2	Hatchback	 37.000 	MLA896568006	normal	none	Renault	Clio	Bs.As. G.B.A. Sur	Lanús	none
Renault Clio 1.2 Mio Confort Pack	29/10/2020	$	 550.000 	2016		Nafta	3	Manual	1.2	Hatchback	 105.000 	MLA886064258	normal	none	Renault	Clio	Buenos Aires Interior	Luján	none
Renault Clio 1.2 Pack Plus 3 p	12/2/2020	$	 475.000 	2009		Nafta	3	Manual	1.2	Hatchback	 175.000 	MLA899671453	normal	none	Renault	Clio	Bs.As. G.B.A. Sur	Avellaneda	none
Renault Clio 1.2 Mio Confort Pack	7/3/2020	$	 850.000 	2016		Nafta	3	Manual	1.2	Hatchback	 49.000 	MLA886632294	normal	5_green	Renault	Clio	Bs.As. G.B.A. Sur	Lanús	none
Renault Clio 1.2 Pack Plus 3 p	12/2/2020	$	 475.000 	2009		Nafta	3	Manual	1.2	Hatchback	 175.000 	MLA899671453	normal	none	Renault	Clio	Bs.As. G.B.A. Sur	Avellaneda	none
Renault Clio 1.2 Mio Confort Pack	7/3/2020	$	 850.000 	2016		Nafta	3	Manual	1.2	Hatchback	 49.000 	MLA886632294	normal	5_green	Renault	Clio	Bs.As. G.B.A. Sur	Lanús	none
Renault Clio 1.6 Rl	27/10/2020	$	 165.000 	2000		Nafta	3	Manual	1.6	Hatchback	 120.000 	MLA885645131	normal	none	Renault	Clio	Capital Federal	Capital Federal	none
Renault Clio 1.2 Pack Plus	27/9/2020	$	 380.000 	2006		Nafta	5	Manual	1.2	Hatchback	 148.000 	MLA899273868	normal	none	Renault	Clio	Bs.As. G.B.A. Oeste	Ituzaingó	none
Renault Clio 1.2 Pack	25/10/2020	$	 410.000 	2010		Nafta	5	Manual	1.2	Hatchback	 121.000 	MLA885340404	normal	none	Renault	Clio	Capital Federal	Capital Federal	none
Renault Clio 1.2 Authentique Pack Ii 75cv	11/1/2020	$	 430.000 	2011	Gris	Nafta	3	Manual	1.2	Hatchback	 190.000 	MLA886340519	normal	none	Renault	Clio	Capital Federal	Capital Federal	Almagro
Renault Clio 1.2 Mío Expression Pack I	15/12/2020	$	 590.000 	2013		Nafta	5	Manual	1.2	Hatchback	 111.000 	MLA901152010	normal	none	Renault	Clio	Córdoba	Malagueño	none
Renault Clio 1.2 Pack	14/12/2020	$	 510.000 	2010		Nafta	5	Manual	1.2	Hatchback	 88.000 	MLA901037610	normal	none	Renault	Clio	Tucumán	San Miguel de Tucumán	none
Renault Clio 1.2 Authentique Pack Ii 75cv	12/12/2020	$	 600.000 	2011		Nafta	3	Manual	1.2	Hatchback	 65.000 	MLA900846583	normal	none	Renault	Clio	Buenos Aires Interior	La Plata	none
Renault Clio 1.2 Mio Confort Plus Abs Abcp	12/11/2020	$	 670.000 	2014	Blanco	Nafta	5	Manual	1.2	Hatchback	 67.000 	MLA900687469	normal	none	Renault	Clio	Córdoba	Córdoba	Colinas de Vélez Sársfield
Renault Clio 1.2 Mío Authentique Pack Look Abs Abcp	12/10/2020	$	 620.000 	2015	Gris	Nafta	5	Manual	1.2	Hatchback	 93.000 	MLA900581431	normal	none	Renault	Clio	Bs.As. G.B.A. Sur	Avellaneda	Wilde
Renault Clio 1.2 Authentique 75cv	12/3/2020	$	 520.000 	2011		Nafta	3	Manual	1.2	Hatchback	 112.000 	MLA899877838	normal	none	Renault	Clio	Córdoba	Córdoba	none
Renault Clio 1.2 Authentique Aa	12/3/2020	$	 400.000 	2005		Nafta	5	Manual	1.2	Hatchback	 161.000 	MLA899823801	normal	none	Renault	Clio	Bs.As. G.B.A. Sur	Lomas de Zamora	none
Renault Clio 1.5 Privilege	11/12/2020	$	 280.000 	2004		Diésel	4	Manual	1.5	Sedán	 188.000 	MLA896910177	normal	none	Renault	Clio	Mendoza	San Rafael	none
Renault Clio 1.2 5 p	28/10/2020	$	 300.000 	2007		Nafta	5	Manual	1.2	Hatchback	 180.000 	MLA885833662	normal	none	Renault	Clio	Chubut	Río Senguer	none
Renault Clio Mío 2015	23/12/2020	$	 650.000 	2015		Nafta	5				 84.000 	MLA902066990	normal	none	Renault	Clio	Bs.As. G.B.A. Norte	San Fernando	none
Renault Clio 1.2 Mio Confort Pack	15/8/2020	$	 680.000 	2016	Rojo	Nafta	3	Manual	1.2	Hatchback	 45.000 								
Renault Clio 1.2 Pack	18/11/2020	$	 460.000 	2010	Gris	Nafta	5	Manual	1.2	Hatchback	 132.000 	MLA897821821	normal	none	Renault	Clio	Bs.As. G.B.A. Sur	La Plata	José Hernández
Renault Clio 1.2 Mio Confort Plus Abs Abcp	16/12/2020	$	 630.000 	2014		Nafta	5	Manual	1.2	Hatchback	 130.000 	MLA901347882	normal	none	Renault	Clio	Bs.As. G.B.A. Sur	La Plata	none
Renault Clio 1.2 Mio Confort Pack	14/12/2020	$	 700.000 	2016	Negro	Nafta	3	Manual	1.2	Hatchback	 71.000 	MLA901048932	normal	none	Renault	Clio	Capital Federal	Capital Federal	Palermo
Renault Clio 1.2 F2 Yahoo Authe.	10/4/2020	$	 325.000 	2005		Nafta	3	Manual	1.2	Hatchback	 137.000 	MLA901400261	normal	none	Renault	Clio	Bs.As. G.B.A. Sur	Lanús	none
Renault Clio 1.2 Mio Confort Abs Abcp	12/8/2020	$	 580.000 	2014		Nafta	3	Manual	1.2	Hatchback	 60.000 	MLA900306749	normal	none	Renault	Clio	Bs.As. G.B.A. Oeste	La Matanza	none
Renault Clio 1.6 Rn	15/12/2020	$	 299.000 	2002	Negro	Nafta	4	Manual	1.6	Sedán	 137.000 	MLA901134433	normal	none	Renault	Clio	Capital Federal	Capital Federal	Villa Urquiza
Renault Clio 1.9 R	12/3/2020	$	 270.000 	2001		Diésel	4	Manual	1.9	Sedán	 28.000 								
Renault Clio 1.5 Authent.	11/11/2020	$	 247.000 	2004		Diésel	5	Manual	1.5	Hatchback	 230 								
Renault Clio 1.9 Rl	30/8/2020	$	 85.000 	1998		Diésel	5	Manual	1.9	Hatchback	 365.798 	MLA886701165	normal	none	Renault	Clio	Buenos Aires Interior	Capitán Sarmiento	none
Renault Clio 1.2 Mio Confort Abs Abcp	12/7/2020	$	 620.000 	2014	Rojo	Nafta	3	Manual	1.2	Hatchback	 80.000 	MLA900172792	normal	none	Renault	Clio	Bs.As. G.B.A. Sur	Almirante Brown	Rafael Calzada
Renault Clio 1.2 Authentique Pack I 75cv	14/12/2020	$	 550.000 	2012		Nafta	3	Manual	1.2	Hatchback	 117.000 								
Renault Clio 1.2 Pack Plus 3 p	12/8/2020	$	 455.000 	2009		Nafta	3	Manual	1.2	Hatchback	 110.000 	MLA900252636	normal	none	Renault	Clio	Bs.As. G.B.A. Norte	San Miguel	none
Renault Clio 1.2 Authentique Aa Da	20/11/2020	$	 400.000 	2006		Nafta	3	Manual	1.2	Hatchback	 170.000 	MLA898090784	normal	none	Renault	Clio	Bs.As. G.B.A. Sur	Florencio Varela	none
Renault Clio Mio 2016	14/11/2020	$	 625.000 	2016		Nafta	3				 43.000 								
Renault Clio 1.2 Mio Dynamique	15/12/2020	$	 800.000 	2016		Nafta	3	Manual	1.2	Hatchback	 55.000 	MLA901117804	normal	none	Renault	Clio	Bs.As. G.B.A. Oeste	La Matanza	none
Renault Clio Gt Line 5 Puertas 	26/11/2020	$	 650.000 	2013	Negro	Nafta	5	Manual			 92.000 	MLA898955862	normal	none	Renault	Clio	Mendoza	Guaymallén	Guaymallén
Renault Clio 1.2 Mío Authentique Pack Look Abs Abcp	18/11/2020	$	 570.000 	2014		Nafta	5	Manual	1.2	Hatchback	 97.000 	MLA897797863	normal	none	Renault	Clio	Bs.As. G.B.A. Sur	Lanús	none
Renault Clio Dinamic	13/12/2020	$	 695.000 	2015		Nafta	5				 66.200 	MLA900942247	normal	none	Renault	Clio	Bs.As. G.B.A. Sur	Quilmes	none
Renault Clio 1.2 Mío Expression Pack I	12/8/2020	$	 550.000 	2013		Nafta	5	Manual	1.2	Hatchback	 125.000 	MLA900287627	normal	none	Renault	Clio	Bs.As. G.B.A. Oeste	Tres de febrero	none
Renault Clio 1.9 Rnd	24/11/2020	$	 220.000 	2001	Verde	Diésel	4	Manual	1.9	Sedán	 249.400 	MLA898583903	normal	none	Renault	Clio	Bs.As. G.B.A. Norte	San Isidro	San Isidro
Renault Clio 1.6 Dynamique	11/9/2020	$	 350.000 	2005		Nafta	3	Manual	1.6	Hatchback	 185.000 	MLA896399859	normal	none	Renault	Clio	Buenos Aires Interior	Ramallo	none
Renault Clio 1.2 Mío Expression Pack Ii Ab	12/10/2020	$	 545.000 	2013		Nafta	3	Manual	1.2	Hatchback	 96.000 	MLA900604388	normal	none	Renault	Clio	Capital Federal	Capital Federal	none
Renault Clio 1.2 Authentique Pack Ii 75cv	11/8/2020	$	 500.000 	2011	Gris	Nafta	3	Manual	1.2	Hatchback	 88.000 	MLA896294316	normal	none	Renault	Clio	Bs.As. G.B.A. Norte	Tigre	Tigre
Renault Clio 1.2 Mío Authentique Pack	12/11/2020	$	 620.000 	2014	Gris	Nafta	3	Manual	1.2	Hatchback	 50.000 	MLA900662344	normal	none	Renault	Clio	Bs.As. G.B.A. Sur	La Plata	Manuel B. Gonnet
Renault Clio 1.2 Campus Pack Ii 75cv	16/12/2020	$	 590.000 	2012	Rojo	Nafta	3	Manual	1.2	Hatchback	 59.000 								
Renault Clio 1.2 Mío Expression Pack I	13/10/2020	$	 650.000 	2013		Nafta	5	Manual	1.2	Hatchback	 39.500 	MLA900815659	normal	none	Renault	Clio	Bs.As. G.B.A. Oeste	La Matanza	none
Renault Clio 1.2 Mio Confort Abs Abcp	27/8/2020	$	 690.000 	2014		Nafta	3	Manual	1.2	Hatchback	 51.000 	MLA885899624	normal	none	Renault	Clio	Bs.As. G.B.A. Oeste	La Matanza	none
Renault Clio Dynamique Sat	12/2/2020	$	 580.000 	2015		Nafta	3				 50.000 	MLA899742410	normal	none	Renault	Clio	Jujuy	San Salvador de Jujuy	none
Renault Clio 1.2 Mío Expression Pack Ii Ab	11/6/2020	$	 660.000 	2013		Nafta	3	Manual	1.2	Hatchback	 60.000 	MLA896108648	normal	none	Renault	Clio	Bs.As. G.B.A. Sur	Lomas de Zamora	none
Renault Clio Mío Expression	28/11/2020	$	 520.000 	2015		Nafta	3				 40.000 	MLA899161152	normal	none	Renault	Clio	Bs.As. G.B.A. Oeste	Castelar	none
Renault Clio Expression Pack II	23/11/2020	$	 540.000 	2013		Nafta	5				 154.000 	MLA898451384	normal	none	Renault	Clio	Bs.As. G.B.A. Norte	Pilar	none
Renault Clio 1.2 Pack	27/11/2020	$	 360.000 	2008	Plateado	Nafta	5	Manual	1.2	Hatchback	 200.000 	MLA899117934	normal	none	Renault	Clio	Capital Federal	Capital Federal	none
Renault Clio 1.2 Mío Expression Pack I	11/5/2020	$	 559.000 	2013		Nafta	5	Manual	1.2	Hatchback	 105.000 	MLA895932463	normal	1_red	Renault	Clio	Bs.As. G.B.A. Sur	Lanús	none
Renault Clio 1.6 Rl	12/3/2020	$	 180.000 	1997		Nafta	3	Manual	1.6	Hatchback	 200.000 	MLA899876276	normal	none	Renault	Clio	Buenos Aires Interior	Mercedes	none
Renault Clio 1.2 Mio Confort Plus Abs Abcp	27/10/2020	$	 530.000 	2014		Nafta	5	Manual	1.2	Hatchback	 122.000 	MLA885896381	normal	none	Renault	Clio	Bs.As. G.B.A. Sur	La Plata	none
Renault Clio Mio Confort	21/10/2020	$	 690.000 	2016	Gris	Nafta	5	Manual	1.2	Hatchback	 72.000 	MLA901759838	normal	none	Renault	Clio	Bs.As. G.B.A. Sur	Quilmes	Quilmes Oeste
Renault Clio 1.2 Pack	26/6/2020	$	 382.000 	2008		Nafta	5	Manual	1.2	Hatchback	 160.000 								
Renault Clio 1.2 Mio Confort Plus Abc	13/12/2020	$	 650.000 	2014		Nafta	5	Manual	1.2	Hatchback	 115.000 	MLA900968003	normal	none	Renault	Clio	Bs.As. G.B.A. Norte	San Miguel	none
Renault Clio 1.6 Athent. Gnc	25/10/2020	$	 250.000 	2004		Nafta	4	Manual	1.6	Sedán	 255.000 								
Renault Clio 1.2 Mio Dynamique	12/4/2020	$	 500.000 	2018		Nafta	3	Manual	1.2	Hatchback	 91.000 	MLA900000679	normal	none	Renault	Clio	Capital Federal	Capital Federal	none
Renault Clio 1.2 3 p	24/11/2020	$	 380.000 	2007		Nafta	3	Manual	1.2	Hatchback	 150.000 	MLA898588015	normal	none	Renault	Clio	Buenos Aires Interior	Balcarce	none
Renault Clio 1.2 Mio Confort Plus Abc	12/6/2020	$	 500.000 	2013		Nafta	5	Manual	1.2	Hatchback	 107.000 	MLA900144916	normal	none	Renault	Clio	Bs.As. G.B.A. Oeste	Merlo	none
Renault Clio 1.9	17/12/2020	$	 145.000 	1997		Diésel	5				 100.000 	MLA901481270	normal	none	Renault	Clio	Entre Ríos	Paraná	none
Renault Clio 1.2 Authentique Pack Ii 75cv	28/8/2020	$	 525.000 	2012		Nafta	3	Manual	1.2	Hatchback	 109.000 	MLA896308691	normal	none	Renault	Clio	Córdoba	Córdoba	none
Renault Clio 1.5 Expression	12/1/2020	$	 60.000 	2004		Diésel	4	Manual	1.5	Sedán	 290.000 	MLA899549422	normal	none	Renault	Clio	Bs.As. G.B.A. Sur	Avellaneda	none
Renault Clio 1.2 Pack Plus	25/9/2020	$	 430.000 	2010		Nafta	3	Manual	1.2	Hatchback	 172.000 	MLA899264628	normal	none	Renault	Clio	Bs.As. G.B.A. Norte	Tigre	none
Renault Clio 1.2 Athentique Aa	11/4/2020	$	 283.000 	2006	Gris	Nafta	5	Manual	1.2	Hatchback	 143.000 	MLA886751606	normal	none	Renault	Clio	Bs.As. G.B.A. Oeste	Moreno	La Reja
Renault Clio 1.2 Authentique Pack Ii 75cv	21/9/2020	$	 530.000 	2012		Nafta	3	Manual	1.2	Hatchback	 88.700 								
Renault Clio 1.2 Athentique	21/11/2020	$	 350.000 	2006		Nafta	5	Manual	1.2	Hatchback	 160.000 	MLA898284766	normal	none	Renault	Clio	Bs.As. G.B.A. Oeste	Caseros	none
Renault Clio 1.6 Rl	24/11/2020	$	 155.000 	1998		Nafta	3	Manual	1.6	Hatchback	 200.000 	MLA898652551	normal	none	Renault	Clio	Bs.As. G.B.A. Sur	Florencio Varela	none
Renault Clio 1.6 Rl	24/8/2020	$	 160.000 	1996	Gris	Nafta	3	Manual	1.6	Hatchback	 184.514 	MLA900826205	normal	none	Renault	Clio	Bs.As. G.B.A. Norte	Tigre	Benavídez
Renault Clio Expression	12/9/2020	$	 650.000 	2015		Nafta	3				 51.200 	MLA900449346	normal	none	Renault	Clio	Córdoba	Córdoba	none
Renault Clio 1.2 Authentique	28/11/2020	$	 350.000 	2004		Nafta	5	Manual	1.2	Hatchback	 185.500 	MLA899233985	normal	none	Renault	Clio	Bs.As. G.B.A. Sur	Quilmes	none
Renault Clio 1.9 Rnd Aa	12/3/2020	$	 180.000 	2001	Azul	Diésel	5	Manual	1.9	Sedán	 170.000 								
Renault Clio 1.2 Pack Plus	12/3/2020	$	 550.000 	2011		Nafta	3	Manual	1.2	Hatchback	 85.000 	MLA899807089	normal	none	Renault	Clio	Bs.As. G.B.A. Oeste	Hurlingham	none
Renault Clio 1.2 Mío Authentique Pack Abs Abcp	12/11/2020	$	 595.000 	2014	Gris	Nafta	3	Manual	1.2	Hatchback	 94.000 								
Renault Clio 	14/12/2020	$	 505.000 	2011	Gris	Nafta	3	Manual			 87.900 	MLA901076869	normal	none	Renault	Clio	Córdoba	Córdoba	Las Flores
Renault Clio 1.2 Authentique 75cv	24/11/2020	$	 450.000 	2012		Nafta	3	Manual	1.2	Hatchback	 152.000 	MLA898526177	normal	none	Renault	Clio	Córdoba	Villa Allende	none
Renault Clio 1.2	29/9/2020	$	 350.000 	2011		Nafta	3	Manual	1.2	Hatchback	 200.000 	MLA899214428	normal	none	Renault	Clio	Bs.As. G.B.A. Sur	Quilmes	none
Renault Clio Mod 2001	19/12/2020	$	 240.000 	2001	Blanco	Diésel	5	Manual	1.9	Sedán	 350.000 	MLA901700291	normal	none	Renault	Clio	Entre Ríos	Gualeguay	General Galarza
Renault Clio 1.2 Mio Confort Plus Abc	11/9/2020	$	 550.000 	2013		Nafta	5	Manual	1.2	Hatchback	 66.000 	MLA896454551	normal	none	Renault	Clio	Bs.As. Costa Atlántica	San Bernardo	none
Renault Clio 1.2 Pack	14/12/2020	$	 450.000 	2008		Nafta	5	Manual	1.2	Hatchback	 130.000 	MLA901099911	normal	none	Renault	Clio	Bs.As. G.B.A. Sur	Esteban Echeverría	none
Renault Clio 1.2 Mío Expression Pack I	22/9/2020	$	 580.000 	2013		Nafta	5	Manual	1.2	Hatchback	 74.900 	MLA897824673	normal	none	Renault	Clio	Bs.As. G.B.A. Sur	Quilmes	none
Renault Clio 1.4 Energy	15/11/2020	$	 150.000 	1994		Nafta	5				 226.000 	MLA897285562	normal	none	Renault	Clio	Bs.As. G.B.A. Sur	Almirante Brown	none
Renault Clio Clio Mio	15/12/2020	$	 670.000 	2015		Nafta	5				 100.000 								
Renault Clio 1.9 Rl	28/11/2020	$	 180.000 	1999		Diésel	5	Manual	1.9	Hatchback	 147.000 	MLA899138928	normal	none	Renault	Clio	Bs.As. G.B.A. Sur	Florencio Varela	none
Renault Clio Gt Line 1.2 	11/2/2020	$	 560.000 	2014		Nafta/GNC	5				 65.000 	MLA886553607	normal	none	Renault	Clio	Bs.As. G.B.A. Norte	General San Martín	none
Renault Clio 1.2 Authentique Pack I 75cv	12/7/2020	$	 525.000 	2011		Nafta	3	Manual	1.2	Hatchback	 113.000 	MLA900237061	normal	none	Renault	Clio	Bs.As. G.B.A. Norte	Tigre	none
Renault Clio 1.2 Mío Expression	12/4/2020	$	 680.000 	2012		Nafta	3	Manual	1.2	Hatchback	 89.000 	MLA899994746	normal	none	Renault	Clio	Bs.As. G.B.A. Oeste	Tres de febrero	none
Renault Clio 1.5 Athent.	11/5/2020	$	 260.000 	2003		Diésel	3	Manual	1.5	Hatchback	 18.000 	MLA899893310	normal	none	Renault	Clio	Mendoza	Las Heras	none
Renault Clio 1.2 Mio Expression	12/11/2020	$	 660.000 	2016		Nafta	3				 50.000 								
Renault Clio 1.2 3 p	12/11/2020	$	 335.000 	2007		Nafta	3	Manual	1.2	Hatchback	 90.000 								
Renault Clio Rn 1.4	10/6/2020	$	 170.000 	1998		Nafta/GNC	3				 180.000 								
Renault Clio 1.6	11/5/2020	$	 340.000 	2012		Nafta	5				 1 	MLA895961643	normal	none	Renault	Clio	Bs.As. G.B.A. Sur	Lomas de Zamora	none
Renault Clio 2007	31/7/2017	$	 420.000 	2007		Nafta	5				 278.000 								
Renault Clio Dynamique Sat Ful 5p	30/10/2020	$	 640.000 	2015		Nafta/GNC	5				 50.000 	MLA886130564	normal	none	Renault	Clio	Córdoba	Córdoba	none
Renault Clio 1.6 Authentique	11/5/2020	$	 20.000 	2005		Nafta	5	Manual	1.6	Hatchback	 200.500 	MLA895930490	normal	none	Renault	Clio	Capital Federal	Capital Federal	none
Renault Clio Clio Mio 1.2	12/5/2020	$	 750.000 	2016		Nafta	5				 26.000 	MLA900047019	normal	none	Renault	Clio	Capital Federal	Capital Federal	none
Renault Clio 1.8	11/10/2020	$	 180.000 	2007		Diésel	5				 150.000 	MLA896629427	normal	none	Renault	Clio	Mendoza	San Rafael	none
Renault Clio 1.8	11/10/2020	$	 180.000 	2007		Diésel	5				 150.000 	MLA896629427	normal	none	Renault	Clio	Mendoza	San Rafael	none
Renault Clio 1.9 Rl	23/12/2020	$	 195.000 	2000	Gris	Diésel	5	Manual	1.9	Hatchback	 1.111.111 								
Renault Clio 1.6 Dynamique	17/11/2020	$	 340.000 	2006	Gris	Diésel	3	Manual	1.6	Hatchback	 1.111.111 								
Renault Clio 1.2 Mío Authentique Pack Abs Abcp	11/3/2020	$	 530.000 	2014	Negro	Nafta	5	Manual	1.2	Hatchback	 76.000 	MLA886645069	car_dealer	4_light_green	Renault	Clio	Bs.As. G.B.A. Norte	San Isidro	San Isidro
Renault Clio 1.2 Pack Plus 5 p	28/10/2020	$	 430.000 	2009	Azul	Nafta	5	Manual	1.2	Hatchback	 112.900 	MLA885885337	car_dealer	none	Renault	Clio	Capital Federal	Capital Federal	Villa Devoto
Renault Clio 1.5 Privilege	18/11/2020	$	 250.000 	2006		Diésel	4	Manual	1.5	Sedán	 185.000 	MLA897683496	normal	none	Renault	Clio	Capital Federal	Capital Federal	none
Renault Clio 1.2 Mío Authentique Pack Abs Abcp	11/10/2020	$	 535.000 	2015		Nafta	5	Manual	1.2	Hatchback	 82.000 	MLA896530102	normal	none	Renault	Clio	Bs.As. G.B.A. Norte	Pilar	none
Renault Clio 1.2 Mío Expression Pack I	27/10/2020	$	 495.000 	2013	Blanco	Nafta	5	Manual	1.2	Hatchback	 132.000 								
